c,i,id,l1_c,l1_i,language,type,code,l2_sim_cc_5,l2_sim_cc_10,l2_sim_cc_25,l2_sim_cc_50,l2_sim_cc_75,l2_sim_cc_100,l1_sim_cc_5,l1_sim_cc_10,l1_sim_cc_25,l1_sim_cc_50,l1_sim_cc_75,l1_sim_cc_100,l2_sim_wiki_5,l2_sim_wiki_10,l2_sim_wiki_25,l2_sim_wiki_50,l2_sim_wiki_75,l2_sim_wiki_100
left,forgotten,person_2049,laissé,oublié,French,RV,fr,0.2537800669670105,0.2346213161945343,0.2363035380840301,0.2392522692680359,0.23519983887672424,0.2382379174232483,0.3795367181301117,0.3523517847061157,0.3817251920700073,0.3790829479694367,0.3887023329734802,0.3941050171852112,0.1840612292289734,0.1655585765838623,0.16263297200202942,0.15193186700344086,0.14708375930786133,0.13936051726341248
give,offer,person_887,donner,proposer,French,RV,fr,0.4400208294391632,0.4069285392761231,0.3901897668838501,0.33474409580230713,0.3223782479763031,0.3190488219261169,0.5891571044921875,0.5603778958320618,0.5455608367919922,0.524993896484375,0.5154767036437988,0.5142936706542969,0.4308869242668152,0.4132912755012512,0.35493767261505127,0.3173779845237732,0.2947242856025696,0.2743990421295166
truth,true,person_1517,vérité,vrai,French,RN,fr,0.4639012515544891,0.4494326114654541,0.4123883843421936,0.4070330560207367,0.3927295506000519,0.3853321075439453,0.3574818968772888,0.3585777580738068,0.3456900417804718,0.3319343328475952,0.3168787658214569,0.31094691157341003,0.4803316593170166,0.4236789047718048,0.3947443962097168,0.36844438314437866,0.35195210576057434,0.3518124222755432
see,discover,person_2612,voir,découvrir,French,RV,fr,0.4314514398574829,0.3775714635848999,0.3319021761417389,0.32386818528175354,0.3146408498287201,0.3109136819839477,0.5407997369766235,0.5547934174537659,0.5376592874526978,0.5117670893669128,0.4986869096755981,0.4862630963325501,0.3722150921821594,0.34958964586257935,0.34149467945098877,0.30469751358032227,0.28258073329925537,0.26849621534347534
excited,exciting,person_2612,excité,excitant,French,RJ,fr,0.4680373668670654,0.4558835923671722,0.43774574995040894,0.3975180089473725,0.374910831451416,0.366477370262146,0.5031052827835083,0.4996115267276764,0.4607778787612915,0.42517805099487305,0.4075186252593994,0.39458316564559937,0.5228518843650818,0.47488537430763245,0.3997747302055359,0.3668232858181,0.36306053400039673,0.34567171335220337
sincerely,faithfully,person_2612,sincèrement,fidèlement,French,RY,fr,0.34077179431915283,0.32544708251953125,0.3217964768409729,0.2979416847229004,0.2894834578037262,0.2768603563308716,0.3459653258323669,0.3371419310569763,0.3437628746032715,0.3405656218528748,0.3402586579322815,0.3376635611057281,0.33496326208114624,0.308074027299881,0.2708606719970703,0.2648465633392334,0.26764702796936035,0.2606129050254822
private,own,person_2612,privé,propre,French,RJ,fr,0.2753754258155823,0.2405090034008026,0.20856350660324094,0.18787039816379547,0.18318171799182886,0.17708007991313934,0.2661747932434082,0.26675087213516235,0.2504713833332062,0.25155144929885864,0.25085198879241943,0.25201761722564703,0.19995088875293732,0.1815999150276184,0.15761899948120117,0.14797544479370117,0.15043342113494873,0.14437267184257507
don't,can't,person_2612,ne,ne,French,RV,fr,0.8865407705307007,0.8570988178253174,0.8004875183105469,0.7784348726272583,0.7607874870300293,0.7463043928146362,0.7478409409523009,0.6901198029518127,0.6102443337440491,0.5581514835357666,0.5280263423919678,0.5101655721664429,0.6099706888198853,0.5429338216781616,0.46105480194091797,0.42061084508895874,0.40254050493240356,0.3927450180053711
forward,for,person_698,avant,pour,French,RY,fr,0.2564866840839386,0.2466296851634979,0.22123609483242035,0.2213309407234192,0.2165507376194,0.22199015319347384,0.471685528755188,0.4689424633979797,0.462125837802887,0.4386199712753296,0.4215899109840393,0.4206169247627258,0.1937531679868698,0.17539875209331512,0.1665043830871582,0.15447834134101868,0.15495797991752625,0.15231797099113464
seen,send,person_698,vu,envoyer,French,RV,fr,0.095045268535614,0.09386764466762544,0.08476327359676361,0.09149028360843657,0.08903835713863373,0.0881168320775032,0.09408766776323317,0.10528440028429033,0.09965693950653076,0.0945417657494545,0.09382778406143187,0.09654647111892699,0.07754519581794739,0.0826931893825531,0.0786660760641098,0.07743848115205765,0.07234775274991989,0.07524362206459045
ask,request,person_698,demander,demander,French,RV,fr,0.39398229122161865,0.35536566376686096,0.32356828451156616,0.29943302273750305,0.29402339458465576,0.2821187376976013,0.7772347331047058,0.7361494898796082,0.6834220886230469,0.6488919258117676,0.6303239464759827,0.6177791953086853,0.4066994786262512,0.31905651092529297,0.31063514947891235,0.25769519805908203,0.24386030435562134,0.24100250005722046
do,make,person_698,faire,faire,French,RV,fr,0.3964872360229492,0.3972426652908325,0.3771708309650421,0.37742733955383295,0.3655977249145508,0.3614171445369721,0.7680262923240662,0.7246495485305786,0.682053804397583,0.6560197472572327,0.6422737240791321,0.6318765878677368,0.3091330826282501,0.31502535939216614,0.3222962021827698,0.32232150435447693,0.32175764441490173,0.3223313093185425
great,big,person_698,grand,grand,French,RJ,fr,0.4362254738807678,0.4108539521694183,0.3703741431236267,0.34461504220962524,0.3420376181602478,0.332999050617218,0.7240127325057983,0.6588236689567566,0.5972749590873718,0.5581052899360657,0.5376467108726501,0.5238615274429321,0.429456502199173,0.3895658254623413,0.40748852491378784,0.37642955780029297,0.3626965880393982,0.35001689195632935
number,quantity,person_698,nombre,quantité,French,RN,fr,0.3322078585624695,0.311088502407074,0.2781197428703308,0.2725970447063446,0.2572566270828247,0.249651238322258,0.36956551671028137,0.33635327219963074,0.3048078119754791,0.3043345212936401,0.2999908030033112,0.2934945821762085,0.3111163377761841,0.2782919108867645,0.21406495571136475,0.1852630078792572,0.17412060499191284,0.1673530787229538
found,founded,person_1517,trouvé,fondée,French,RV,fr,0.1881757378578186,0.14687484502792358,0.1493702232837677,0.15955863893032074,0.1622837483882904,0.16014188528060913,0.2726837992668152,0.2483247220516205,0.2311549484729767,0.231277197599411,0.2365977168083191,0.23703065514564514,0.04822525382041931,0.050194431096315384,0.06411099433898926,0.0569310188293457,0.05515700578689575,0.05698738247156143
interesting,attractive,person_1959,intéressant,attrayant,French,RJ,fr,0.4206539988517761,0.3786574006080627,0.3392196297645569,0.3117907643318176,0.3080229163169861,0.3075190782546997,0.5650368928909302,0.5238667726516724,0.5455582141876221,0.52973473072052,0.5218162536621094,0.5144898891448975,0.37239283323287964,0.3422582149505615,0.30808794498443604,0.2931362986564636,0.2880629301071167,0.2778090238571167
had,built,person_1959,avait,construit,French,RV,fr,0.26637059450149536,0.2503927946090698,0.2290021777153015,0.21642272174358368,0.2109881490468979,0.20503732562065125,0.3078233897686005,0.2862204909324646,0.2883692979812622,0.28490912914276123,0.27838170528411865,0.27100431919097895,0.07339424639940262,0.08365188539028168,0.07325197756290436,0.07483157515525818,0.06780703365802765,0.06771813333034515
perform,played,person_2375,effectuer,joué,French,RV,fr,0.2772160768508911,0.2317434549331665,0.1958807110786438,0.1993924379348755,0.1889617145061493,0.18620485067367554,0.22133669257164,0.22327983379364014,0.21285851299762729,0.21808011829853055,0.2162621170282364,0.21980714797973636,0.3284366726875305,0.26427656412124634,0.24296043813228607,0.22980451583862305,0.211335688829422,0.20306703448295593
get,have,person_2665,obtenir,ont,French,RV,fr,0.4519150257110596,0.4776559770107269,0.4321019351482392,0.4111254811286926,0.4047117829322815,0.3916256427764893,0.32797402143478394,0.3265656530857086,0.3099894523620605,0.2984730005264282,0.2947778403759003,0.2908606231212616,0.3335679769515991,0.30256372690200806,0.29820626974105835,0.2823261022567749,0.2938993275165558,0.2941415309906006
get,find,person_2375,obtenir,trouver,French,RV,fr,0.3981893062591553,0.4346562922000885,0.4377937912940979,0.3942705690860748,0.38113805651664734,0.3684448003768921,0.4766488969326019,0.4705979824066162,0.4707662165164948,0.4608771800994873,0.4561886787414551,0.44554153084754944,0.30279409885406494,0.3293561339378357,0.34422796964645386,0.33408862352371216,0.32202592492103577,0.314616322517395
be,have,person_930,être,ont,French,RV,fr,0.44547587633132935,0.4480191767215729,0.42491185665130615,0.4065122604370117,0.4058169722557068,0.3909432291984558,0.4684898853302002,0.4620543122291565,0.4608738422393799,0.4341430068016052,0.4243131577968597,0.4162736237049103,0.4460461437702179,0.39029353857040405,0.36552953720092773,0.3416284918785095,0.3247199058532715,0.3042735755443573
method,way,person_930,méthode,façon,French,RN,fr,0.26954928040504456,0.2402689456939697,0.2114015221595764,0.19760778546333316,0.18294234573841092,0.17966455221176147,0.41635721921920776,0.4033749103546143,0.3879964947700501,0.3878398537635803,0.3952313959598541,0.38547083735466,0.27064183354377747,0.23216769099235535,0.19717571139335632,0.17997193336486816,0.16244390606880188,0.1558777391910553
get,put,person_930,obtenir,mettre,French,RV,fr,0.4434264004230499,0.44202756881713867,0.4357123672962189,0.40643543004989613,0.39753258228302,0.3883739113807678,0.35452306270599365,0.3616071343421936,0.34429192543029785,0.36398231983184814,0.3757091164588928,0.3797929286956787,0.33589333295822144,0.3646974563598633,0.36254289746284485,0.3327670693397522,0.30847835540771484,0.2992352247238159
advanced,boosted,person_930,progressé,boosté,French,RV,fr,0.1851644515991211,0.16900795698165896,0.1683788001537323,0.1593044400215149,0.1645013988018036,0.15773874521255493,0.388660341501236,0.3799688518047333,0.3514305651187897,0.36199021339416493,0.36478590965271,0.36720144748687744,0.16183829307556152,0.1457405984401703,0.16026347875595093,0.15616875886917114,0.1487179696559906,0.14501650631427765
ticket,bill,person_930,billet,bill,French,RN,fr,0.20756468176841736,0.1943223476409912,0.1833910346031189,0.163071870803833,0.15378279983997345,0.14727099239826202,0.18932637572288516,0.16972880065441132,0.15522348880767822,0.1393028199672699,0.1319904625415802,0.12779685854911804,0.04107561707496643,0.044758401811122894,0.03862490877509117,0.047976307570934296,0.05176331102848053,0.05669520050287247
give,grant,person_930,donner,octroyer,French,RV,fr,0.2782938480377197,0.23665225505828855,0.1972084045410156,0.18184158205986026,0.18209819495677948,0.17442519962787628,0.4938481450080872,0.4547898769378662,0.4565717875957489,0.4414902925491333,0.4467846751213074,0.4472573101520538,0.14468906819820404,0.13565558195114136,0.12882757186889648,0.11788414418697357,0.11554218828678131,0.11140600591897964
guaranteed,granted,person_930,garanti,accordée,French,RV,fr,0.2066600471735001,0.1719954013824463,0.17601461708545685,0.16166475415229795,0.14756041765213013,0.14554445445537567,0.2668250799179077,0.27443939447402954,0.26223433017730713,0.2502879202365875,0.243281364440918,0.23825854063034055,0.221430703997612,0.1946927309036255,0.1967853456735611,0.19038355350494385,0.18186253309249878,0.17693659663200378
beforehand,before,person_930,préalablement,avant,French,RY,fr,0.4288557171821594,0.42547082901000977,0.36436477303504944,0.33416417241096497,0.3100597858428955,0.30272263288497925,0.3651965260505676,0.3609126210212708,0.3500366806983948,0.33483007550239563,0.3256072998046875,0.32427528500556946,0.4426943063735962,0.3901299238204956,0.3295135498046875,0.2945193350315094,0.27341344952583313,0.2673500180244446
renovation,reparations,person_677,rénovation,réparations,French,RN,fr,0.16459637880325315,0.1479121744632721,0.14186860620975494,0.14303600788116455,0.1414443850517273,0.13784384727478027,0.4630809724330902,0.4256572723388672,0.3616396188735962,0.34235578775405884,0.3265622854232788,0.3181142508983612,0.13799671828746796,0.12140496075153351,0.11328388750553131,0.1110789030790329,0.10881833732128143,0.11116023361682892
had,passed,person_844,avait,passé,French,RV,fr,0.31186968088150024,0.304445743560791,0.2864963412284851,0.3132334351539612,0.3214108943939209,0.3234899342060089,0.3526596426963806,0.33908164501190186,0.31307852268218994,0.32505518198013306,0.3187171518802643,0.31826919317245483,0.08764778822660446,0.10059268027544022,0.11391573399305344,0.11801164597272873,0.11305506527423859,0.10806766152381897
right,correct,person_844,bon,correcte,French,RJ,fr,0.3134995698928833,0.30829161405563354,0.2895488440990448,0.2666136622428894,0.2568631172180176,0.2477264106273651,0.3558502793312073,0.35003504157066345,0.3426359593868256,0.32635921239852905,0.316539466381073,0.3177149593830109,0.3142011761665344,0.24383607506752014,0.2123628854751587,0.19594921171665192,0.19670239090919495,0.19282351434230804
don't,haven't,person_844,ne,havent,French,RV,fr,0.7330488562583923,0.7437538504600525,0.7316098213195801,0.7242984771728516,0.7204294204711914,0.7140276432037354,0.12051363289356233,0.109226793050766,0.11080051958560944,0.11169861257076263,0.1130647137761116,0.11034323275089264,0.2484697550535202,0.2466806322336197,0.2320486158132553,0.24470339715480804,0.24888810515403748,0.25948089361190796
mistake,fault,person_844,erreur,faute,French,RN,fr,0.3515848815441132,0.3510473966598511,0.32729625701904297,0.336029052734375,0.32890188694000244,0.3258863091468811,0.5640115141868591,0.5426813960075378,0.5210729837417603,0.5056793093681335,0.4839460849761963,0.4732297658920288,0.32737845182418823,0.29397445917129517,0.29826784133911133,0.2898285984992981,0.27772092819213867,0.27841871976852417
drink,drunk,person_844,boisson,ivre,French,RN,fr,0.4782735407352448,0.4422346949577332,0.4228786826133728,0.4133909940719605,0.41396406292915344,0.4101001620292664,0.29499590396881104,0.30984342098236084,0.2917349636554718,0.27635353803634644,0.2685418725013733,0.2642611861228943,0.5010313987731934,0.5217101573944092,0.4774300754070282,0.44963330030441284,0.43650245666503906,0.42263710498809814
hobby,leisure,person_2665,passe-temps,loisirs,French,RN,fr,0.3318306803703308,0.28296881914138794,0.2902936935424805,0.2770189940929413,0.2712908983230591,0.2674328982830048,0.4025420546531677,0.38292646408081055,0.376068115234375,0.33816975355148315,0.3348250985145569,0.3269096612930298,0.2025710940361023,0.2079789638519287,0.2124047875404358,0.19995182752609253,0.1981695294380188,0.19390471279621124
told,explained,person_844,dit,expliqué,French,RV,fr,0.5355499982833862,0.5011090040206909,0.5099784135818481,0.4784764349460602,0.4502031803131104,0.4442946910858154,0.5531693696975708,0.5511149168014526,0.5414574146270752,0.5124777555465698,0.497812807559967,0.4863157868385315,0.5158991813659668,0.4720882177352905,0.43777063488960266,0.41594839096069336,0.3885883092880249,0.36520904302597046
whole,all,person_844,entier,tous,French,RJ,fr,0.31858551502227783,0.3174818754196167,0.32634878158569336,0.3212248384952545,0.3161073923110962,0.3071264624595642,0.3304546475410461,0.29278868436813354,0.2884298264980316,0.2740146517753601,0.2692417502403259,0.26867806911468506,0.32286664843559265,0.3450603187084198,0.32626521587371826,0.2968897819519043,0.3001101016998291,0.30084002017974854
told,say,person_844,dit,dire,French,RV,fr,0.4580240845680237,0.4247410297393799,0.3661212623119354,0.3489709496498108,0.3418468832969665,0.3338813781738281,0.4847549200057984,0.4514408707618714,0.42486730217933655,0.4160629808902741,0.4059357941150665,0.3998458981513977,0.329192578792572,0.2709798812866211,0.23502209782600403,0.23079735040664673,0.2148314118385315,0.21013560891151428
have,be,person_930,ont,être,French,RV,fr,0.44547587633132935,0.4480191767215729,0.42491185665130615,0.4065122604370117,0.4058169722557068,0.3909432291984558,0.4684898853302002,0.4620543122291565,0.4608738422393799,0.4341430068016052,0.4243131577968597,0.4162736237049103,0.4460461437702179,0.39029353857040405,0.36552953720092773,0.3416284918785095,0.3247199058532715,0.3042735755443573
evening,entertainment,person_930,soir,divertissement,French,RN,fr,0.2423797845840454,0.2398905158042908,0.21451446413993835,0.19095687568187714,0.18402409553527832,0.17726758122444153,0.235558420419693,0.224322646856308,0.2130390703678131,0.20278164744377136,0.19896772503852844,0.1900113821029663,0.13780677318572998,0.15642741322517395,0.15210843086242676,0.14843997359275818,0.15199828147888184,0.15355023741722107
boring,annoying,person_930,ennuyeux,ennuyeux,French,RJ,fr,0.481665313243866,0.4599685668945313,0.44182831048965454,0.4262388944625855,0.4164632260799408,0.4201717674732208,0.7911902666091919,0.7381278872489929,0.6799553036689758,0.6388664841651917,0.6154183149337769,0.5982815027236938,0.45837491750717163,0.46020519733428955,0.4710703492164612,0.4448545575141907,0.4321691691875458,0.42866939306259155
playing,played,person_2665,jouer,joué,French,RV,fr,0.7145324349403381,0.5929933786392212,0.5254209041595459,0.4662495851516724,0.4382870197296143,0.4196146726608277,0.6370558738708496,0.6075188517570496,0.5052963495254517,0.4528632760047913,0.4060642123222351,0.38200843334198,0.7302812933921814,0.6006701588630676,0.47806286811828613,0.4218200445175171,0.4062163233757019,0.3942088782787323
wish,would,person_930,souhaite,serait,French,RV,fr,0.5097061991691589,0.4675076007843018,0.4783938825130463,0.4719582200050354,0.4473389387130737,0.4418236613273621,0.4229971170425415,0.4003890156745911,0.3916482925415039,0.3707560896873474,0.3751688003540039,0.3693739771842957,0.3919258117675781,0.3653806447982788,0.3591805100440979,0.3113583028316498,0.2920588254928589,0.2917797565460205
time,moment,person_2665,temps,instant,French,RN,fr,0.4381836652755737,0.4414810538291931,0.4164818227291107,0.38129010796546936,0.3702249825000763,0.3601601719856262,0.4562434852123261,0.4419198632240296,0.4026497006416321,0.3957080245018005,0.3912443518638611,0.3864587843418121,0.49556565284729004,0.3773852288722992,0.3014232814311981,0.28216129541397095,0.28161412477493286,0.2797909379005432
given,done,person_2665,donné,fait,French,RV,fr,0.2608175873756409,0.2503654360771179,0.23994073271751404,0.2502775192260742,0.24453045427799225,0.24402162432670596,0.4052058458328247,0.4005417227745056,0.42761480808258057,0.4391933679580689,0.4372162818908691,0.43534862995147705,0.21295373141765594,0.19898417592048645,0.17713241279125214,0.1799430251121521,0.1789800226688385,0.17633794248104095
worse,worth,person_1176,pire,vaut,French,RJ,fr,0.21999245882034305,0.20569902658462524,0.20547223091125488,0.2013656497001648,0.2030869573354721,0.2047404795885086,0.3650527000427246,0.3506283462047577,0.34137386083602905,0.3316190242767334,0.3288589119911194,0.32975006103515625,0.14115889370441437,0.1325283646583557,0.11730636656284332,0.1176428496837616,0.11540644615888596,0.11269824951887131
get,go,person_1176,obtenir,aller,French,RV,fr,0.40903007984161377,0.40213507413864136,0.3864704966545105,0.38099661469459534,0.3745765686035156,0.3664735555648804,0.32208919525146484,0.32466262578964233,0.3335192799568176,0.33761879801750183,0.3440666198730469,0.3375518321990967,0.4310118854045868,0.4867366552352905,0.42288944125175476,0.40713509917259216,0.3968946933746338,0.3906629979610443
must,would,person_1176,doit,serait,French,RV,fr,0.5213912129402161,0.5085684061050415,0.4740506708621979,0.4349006712436676,0.4276447594165802,0.4231986701488495,0.5828725695610046,0.6115692257881165,0.5638473033905029,0.5301957726478577,0.5227351188659668,0.5049155950546265,0.591450572013855,0.49114856123924255,0.4775385856628418,0.3939332365989685,0.36593151092529297,0.3458501696586609
performing,playing,person_225,performants,jouer,French,RV,fr,0.3528404235839844,0.3033810555934906,0.28060615062713623,0.2647441625595093,0.2669540345668793,0.25447049736976624,0.19453109800815585,0.18519389629364014,0.1866322010755539,0.1889050155878067,0.19556504487991333,0.19650748372077945,0.2918933629989624,0.25438156723976135,0.2250611037015915,0.20710963010787964,0.20086446404457092,0.19604042172431946
buttons,switch,person_838,boutons,interrupteur,French,RN,fr,0.31389319896698,0.2990046441555023,0.2972342371940613,0.29284608364105225,0.2982507348060608,0.2911209762096405,0.3857995867729187,0.3558530211448669,0.33818519115448,0.3222014904022217,0.30377429723739624,0.2993248403072357,0.23054257035255432,0.22409886121749878,0.21971067786216736,0.22285406291484833,0.22457879781723022,0.2252846658229828
given,reached,person_225,donné,atteint,French,RV,fr,0.20125973224639893,0.1907319724559784,0.2007489949464798,0.20413680374622345,0.2043986469507217,0.20625263452529907,0.25724464654922485,0.2639124393463135,0.2661086916923523,0.2665064036846161,0.26915037631988525,0.2715131640434265,0.08574669063091278,0.07175159454345703,0.07598230242729187,0.06316615641117096,0.06713676452636719,0.06524339318275452
devices,instruments,person_225,dispositifs,instruments,French,RN,fr,0.2659959197044373,0.2382223606109619,0.2157564759254456,0.20263400673866272,0.19917245209217072,0.1925532817840576,0.4246940612792969,0.4237703382968903,0.4135323166847229,0.4010195136070252,0.3887883126735687,0.38569176197052,0.23644940555095673,0.22738444805145264,0.20861682295799255,0.19705690443515778,0.19457276165485382,0.19517624378204346
allows,makes,person_225,permet,rend,French,RV,fr,0.4590273499488831,0.4138151407241821,0.42155298590660095,0.4080300033092499,0.383204996585846,0.3774240016937256,0.4598496556282044,0.42758032679557795,0.3933181762695313,0.4062198400497437,0.3985981345176697,0.397076815366745,0.3807418644428253,0.3706918954849243,0.3865182399749756,0.39034217596054077,0.38416364789009094,0.37257564067840576
worried,nervous,person_225,inquiet,nerveux,French,RJ,fr,0.4987878799438477,0.4814700484275818,0.4884943962097168,0.47510111331939703,0.4427350163459778,0.4279446005821228,0.2979194521903992,0.29047948122024536,0.2622520923614502,0.2374466508626938,0.23529773950576785,0.2337992936372757,0.5432020425796509,0.48212313652038574,0.4195396304130554,0.4025503396987915,0.3888150453567505,0.37685614824295044
relaxed,peaceful,person_225,détendu,paisible,French,RJ,fr,0.4303022623062134,0.4038888812065125,0.3735666275024414,0.3691075444221497,0.354331910610199,0.3490614593029022,0.4327228665351868,0.4233846068382263,0.39194023609161377,0.3745397925376892,0.3756853938102722,0.3681080341339111,0.22495311498641968,0.22524559497833252,0.21835598349571228,0.20146504044532776,0.1936875879764557,0.18945173919200897
not,no,person_1567,pas,aucun,French,RY,fr,0.3504297137260437,0.3449804186820984,0.3344390392303467,0.3253712952136993,0.3218091130256653,0.3114154636859894,0.5500472784042358,0.5735982656478882,0.5431969165802002,0.5351535677909851,0.5240827798843384,0.5009143948554993,0.41678184270858765,0.42846059799194336,0.4226754307746887,0.38882410526275635,0.3689693510532379,0.35457468032836914
school,scholar,person_1567,école,érudit,French,RN,fr,0.18944399058818814,0.1819082796573639,0.16457334160804749,0.16186071932315824,0.1616688370704651,0.16078048944473267,0.1848623901605606,0.17503587901592255,0.17412716150283813,0.17716261744499207,0.17347964644432068,0.1681579351425171,0.13433939218521118,0.1276879608631134,0.10774374008178711,0.10167054831981659,0.09527359902858734,0.09525083005428314
customer,client,person_225,client,client,French,RN,fr,0.4242438077926636,0.3865104913711548,0.3637981414794922,0.35556358098983765,0.3471024036407471,0.3346032500267029,0.7574331760406494,0.701982319355011,0.6369001269340515,0.596810519695282,0.5741145014762878,0.5579458475112915,0.4655287563800812,0.426784873008728,0.3232003152370453,0.29086554050445557,0.2735709846019745,0.25867000222206116
tune,tone,person_699,auto-tune,tonalité,French,RN,fr,0.2875886559486389,0.2851437330245972,0.26362282037734985,0.2541188597679138,0.2541031241416931,0.2518133223056793,0.34787964820861816,0.33384764194488525,0.3219478726387024,0.3209869861602783,0.3256590366363525,0.32637259364128113,0.25031405687332153,0.2182484120130539,0.22493162751197815,0.22256773710250854,0.22100630402565002,0.21780513226985931
give,offer,person_699,donner,proposer,French,RV,fr,0.4400208294391632,0.4069285392761231,0.3901897668838501,0.33474409580230713,0.3223782479763031,0.3190488219261169,0.5891571044921875,0.5603778958320618,0.5455608367919922,0.524993896484375,0.5154767036437988,0.5142936706542969,0.4308869242668152,0.4132912755012512,0.35493767261505127,0.3173779845237732,0.2947242856025696,0.2743990421295166
dinner,diner,person_699,dîner,resto,French,RN,fr,0.4584491848945618,0.4066811800003052,0.3981980085372925,0.38319361209869385,0.3789282441139221,0.3738510608673096,0.5444648265838623,0.5152484178543091,0.4875163733959198,0.4685802757740021,0.4555072486400604,0.4435358047485352,0.37488529086112976,0.3558201193809509,0.3276768922805786,0.3235408663749695,0.32593590021133423,0.32665714621543884
short,close,person_2665,court,proche,French,RJ,fr,0.21384954452514648,0.18936443328857425,0.1876610964536667,0.17341294884681702,0.17890483140945435,0.17308470606803894,0.2429545074701309,0.2261103689670563,0.2368907332420349,0.2302197217941284,0.23235058784484866,0.2264469265937805,0.15427671372890472,0.12346864491701126,0.12087482213973999,0.12825234234333038,0.1326250284910202,0.1379096806049347
special,specific,person_2665,spécial,spécifique,French,RJ,fr,0.2839482426643372,0.2685164511203766,0.24171486496925354,0.2348900735378265,0.22990533709526065,0.22122319042682648,0.43875518441200256,0.4576266407966614,0.4459268152713776,0.4009672403335571,0.3795046806335449,0.3638604879379273,0.2648111581802368,0.2227800041437149,0.2063530832529068,0.1818370223045349,0.1863774061203003,0.17686361074447632
can,is,person_2665,peut,est,French,RV,fr,0.3543665409088135,0.3105834126472473,0.2936168313026428,0.2899104952812195,0.27429914474487305,0.26477187871932983,0.5904750823974609,0.572219729423523,0.5459516048431396,0.5238402485847473,0.5099341869354248,0.4974822998046875,0.33516889810562134,0.3051627278327942,0.2837950587272644,0.2587670385837555,0.2402937263250351,0.23314037919044495
left,let,person_2509,laissé,laisser,French,RV,fr,0.1981087327003479,0.20265205204486847,0.17952992022037506,0.17030566930770874,0.16867950558662415,0.16693958640098572,0.6865776777267456,0.6812043190002441,0.5563515424728394,0.5043277144432068,0.4728703498840332,0.4509167373180389,0.2335146963596344,0.2052265703678131,0.1810435652732849,0.17551535367965698,0.17274141311645508,0.17016026377677917
entitled,allowed,person_2665,intitulé,autorisé,French,RV,fr,0.17077341675758362,0.17153573036193848,0.18065989017486567,0.17927730083465576,0.17542444169521332,0.1738254427909851,0.12929841876029968,0.12471440434455873,0.13730967044830322,0.14597594738006592,0.14928044378757474,0.15123960375785828,0.16895848512649536,0.16574615240097046,0.15786147117614746,0.1416410356760025,0.14047446846961975,0.13353757560253143
performed,played,person_2665,effectué,joué,French,RV,fr,0.34524333477020264,0.3113324344158173,0.268195778131485,0.282766729593277,0.2825703024864197,0.2830268740653992,0.3256852626800537,0.3162388801574707,0.3163225054740906,0.3259264826774597,0.3455832600593567,0.3571467101573944,0.32768625020980835,0.29862046241760254,0.278388112783432,0.268251895904541,0.24819216132164001,0.23534074425697327
performance,representation,person_2375,performance,représentation,French,RN,fr,0.2036307603120804,0.18664860725402832,0.1622498333454132,0.16003771126270294,0.15524983406066895,0.1515529751777649,0.3034597039222717,0.30134207010269165,0.29038935899734497,0.2982410192489624,0.3083025813102722,0.30809417366981506,0.109880730509758,0.10779460519552231,0.10764402151107788,0.09104529023170471,0.08380331844091415,0.08198951184749603
spent,passed,person_844,passé,passé,French,RV,fr,0.19544902443885806,0.19319811463356015,0.18092921376228333,0.18701976537704468,0.1957232654094696,0.19920651614665985,0.7299843430519104,0.6684024930000305,0.6017939448356628,0.5591169595718384,0.5359522104263306,0.5216510295867921,0.08241256326436996,0.08774645626544952,0.08737078309059143,0.09897355735301971,0.09631036967039108,0.09010734409093857
performed,held,person_1353,effectué,tenu,French,RV,fr,0.2283360660076141,0.2299785912036896,0.2315526902675629,0.23091015219688416,0.23334410786628726,0.2404249161481857,0.308480829000473,0.3233640789985657,0.3163946568965912,0.33523041009902954,0.3497839570045471,0.3549630045890808,0.1718759387731552,0.23117628693580627,0.22417142987251282,0.19733446836471558,0.17885755002498627,0.16825053095817566
become,be,person_1742,devenir,être,French,RV,fr,0.33787429332733154,0.3237601518630981,0.2961530387401581,0.27954739332199097,0.26213353872299194,0.2577365040779114,0.4557678699493408,0.4371156096458435,0.4243650436401367,0.4181692004203797,0.40404826402664185,0.3994707465171814,0.3019307553768158,0.3135532736778259,0.2750532031059265,0.25261762738227844,0.2367396056652069,0.22704613208770752
made,booked,person_2677,fait,réservé,French,RV,fr,0.18976575136184687,0.18137449026107788,0.1520439386367798,0.15719303488731384,0.15992864966392514,0.15873616933822632,0.24702037870883944,0.2500684261322021,0.2803173363208771,0.3051449656486511,0.3144461810588837,0.31673020124435425,0.11138179898262024,0.09186731278896332,0.09798312187194824,0.1035100519657135,0.10325807332992554,0.1016538143157959
event,moment,person_2677,événement,instant,French,RN,fr,0.22066296637058255,0.224059134721756,0.22481779754161835,0.20546461641788485,0.19658032059669492,0.1867401897907257,0.36295723915100103,0.33326876163482666,0.2869272828102112,0.277482807636261,0.27680903673172,0.2679101228713989,0.14948008954524994,0.13389790058135986,0.10276922583580017,0.09404250979423523,0.0932823121547699,0.08924964815378189
