c,i,id,l1_c,l1_i,language,type,code,l2_sim_cc_5,l2_sim_cc_10,l2_sim_cc_25,l2_sim_cc_50,l2_sim_cc_75,l2_sim_cc_100
should,would,person_1208,devrait,serait,French,RV,fr,0.6448183655738831,0.6456886529922485,0.5800858736038208,0.5456504821777344,0.5286440849304199,0.526125431060791
creativity,creation,person_1208,créativité,création,French,RN,fr,0.31447553634643555,0.29326069355010986,0.2775391936302185,0.2585960030555725,0.23883435130119324,0.23636633157730103
staying,living,person_1142,rester,habiter,French,RV,fr,0.2733122408390045,0.2569120526313782,0.2540857791900635,0.23931095004081726,0.22814171016216278,0.22263053059577942
stay,live,person_1142,rester,vivre,French,RV,fr,0.2525222897529602,0.23368006944656372,0.22364382445812225,0.21116244792938232,0.19425436854362488,0.18748676776885986
stay,live,person_1142,rester,vivre,French,RV,fr,0.2525222897529602,0.23368006944656372,0.22364382445812225,0.21116244792938232,0.19425436854362488,0.18748676776885986
interesting,interested,person_1142,intéressant,intéressé,French,RJ,fr,0.359252005815506,0.32605600357055664,0.3245919942855835,0.31874293088912964,0.3069360852241516,0.3035929799079895
see,watch,person_2122,voir,regarder,French,RV,fr,0.39010876417160034,0.3651127219200134,0.33564937114715576,0.3221146762371063,0.3188670873641968,0.3046252727508545
stayed,lived,person_2122,séjourné,vécu,French,RV,fr,0.38515549898147583,0.3828171491622925,0.396841436624527,0.38387295603752136,0.3705674409866333,0.35484492778778076
see,look,person_2122,voir,regarder,French,RV,fr,0.4824376702308655,0.5110760927200317,0.4355868697166443,0.3973120152950287,0.38719916343688965,0.38624826073646545
schedule,forecast,person_2724,horaire,prévision,French,RN,fr,0.2210998237133026,0.20913460850715637,0.18265387415885925,0.16816586256027222,0.16257795691490173,0.153700590133667
shopping,shop,person_2724,shopping,boutique,French,RN,fr,0.4197937548160553,0.3831590712070465,0.37872862815856934,0.36300909519195557,0.35979384183883667,0.36080202460289
may,could,person_2724,peut,pourrait,French,RV,fr,0.6821067333221436,0.626814603805542,0.5362441539764404,0.48190587759017944,0.45827484130859375,0.4467732608318329
cause,make,person_2724,causer,faire,French,RV,fr,0.25828850269317627,0.2390792965888977,0.22463563084602356,0.216081440448761,0.22261711955070496,0.21747809648513794
want,wish,person_2724,veux,souhaite,French,RV,fr,0.5398236513137817,0.5120711922645569,0.5009873509407043,0.4750678539276123,0.4518015384674072,0.43891558051109314
loved,beloved,person_2724,aimé,bien-aimé,French,RJ,fr,0.3183365762233734,0.32106277346611023,0.3067947030067444,0.2988671660423279,0.299049437046051,0.28907310962677
sometimes,sometime,person_2724,parfois,parfois,French,RY,fr,0.23741957545280457,0.2273469865322113,0.20734506845474243,0.19785401225090027,0.19740471243858337,0.18549595773220062
much,very,person_1358,beaucoup,très,French,RY,fr,0.4732424318790436,0.4299091696739197,0.4056703746318817,0.3941497802734375,0.3832247257232666,0.37754493951797485
interested,interesting,person_1358,intéressé,intéressant,French,RJ,fr,0.359252005815506,0.32605600357055664,0.3245919942855835,0.31874293088912964,0.3069360852241516,0.3035929799079895
exhausting,exhausted,person_1358,épuisant,exténuée,French,RJ,fr,0.5393383502960205,0.5415451526641846,0.4534568190574646,0.4067915081977844,0.389640212059021,0.3777914047241211
sincerely,faithfully,person_2280,sincèrement,fidèlement,French,RY,fr,0.34077179431915283,0.32544708251953125,0.3217964768409729,0.2979416847229004,0.2894834578037262,0.2768603563308716
company,society,person_161,société,société,French,RN,fr,0.13898032903671265,0.13906808197498322,0.13348978757858276,0.1230272576212883,0.11746181547641754,0.11674521863460541
consider,watch,person_2280,considérer,regarder,French,RV,fr,0.1927797645330429,0.20070375502109528,0.18593794107437134,0.18330584466457367,0.17030048370361328,0.1681647002696991
backdrop,decor,person_364,contexte,décor,French,RN,fr,0.27263301610946655,0.25886070728302,0.22983694076538086,0.227346271276474,0.21843013167381287,0.21514153480529785
first,firstly,person_364,abord,premièrement,French,RY,fr,0.24987800419330597,0.22959835827350616,0.18643128871917725,0.18270038068294525,0.17688708007335663,0.1752346158027649
robbers,rubbers,person_2122,voleurs,caoutchoucs,French,RN,fr,0.0965748056769371,0.09226080775260925,0.09098085016012192,0.08452236652374268,0.08376619964838028,0.0837068259716034
opportunity,occasion,person_364,occasion,circonstance,French,RN,fr,0.27231013774871826,0.24331159889698029,0.22560721635818481,0.20356601476669312,0.19994492828845978,0.1921396404504776
preferences,taste,person_364,préférences,goût,French,RN,fr,0.3514486849308014,0.3352952003479004,0.29817864298820496,0.27290207147598267,0.26164117455482483,0.2448287308216095
customers,costumer,person_161,clients,costumier,French,RN,fr,0.4678853750228882,0.401714026927948,0.367653489112854,0.3125327229499817,0.31572797894477844,0.30299845337867737
gives,provides,person_1197,donne,fournit,French,RV,fr,0.6543881893157959,0.576125979423523,0.5177634954452515,0.47302985191345215,0.4527086615562439,0.43732017278671265
finally,eventually,person_1197,enfin,finalement,French,RY,fr,0.603141188621521,0.5183132886886597,0.4829813241958618,0.44494181871414185,0.4281286299228668,0.4153462052345276
waiting,looking,person_1197,attente,recherche,French,RV,fr,0.3574908375740051,0.3373270630836487,0.3090245723724365,0.30348336696624756,0.2867039144039154,0.28876131772994995
film,make,person_1197,filmer,faire,French,RV,fr,0.12182806432247162,0.1187644898891449,0.09497864544391632,0.0865742489695549,0.07789567857980728,0.07489516586065292
entered,did,person_2475,entré,fait,French,RV,fr,0.27182912826538086,0.23309458792209625,0.21307703852653503,0.2257312536239624,0.2306576520204544,0.22314667701721191
are,have,person_161,sont,ont,French,RV,fr,0.4626540541648865,0.4318922758102417,0.4377758502960205,0.41982948780059814,0.40254178643226624,0.38877907395362854
revise,repeat,person_2475,réviser,répéter,French,RV,fr,0.21438005566596985,0.2197103500366211,0.22501140832901,0.222016841173172,0.22359460592269897,0.2255345582962036
make,do,person_2475,faire,faire,French,RV,fr,0.3964872360229492,0.3972426652908325,0.3771708309650421,0.377427339553833,0.3655977249145508,0.36141714453697205
magical,magic,person_2475,magique,magie,French,RJ,fr,0.7174221277236938,0.6374524831771851,0.5655829906463623,0.538831353187561,0.5290590524673462,0.5094207525253296
sell,buy,person_2475,vendre,acheter,French,RV,fr,0.6903135776519775,0.5973145365715027,0.5409611463546753,0.49444863200187683,0.4773535132408142,0.46564507484436035
booked,chosen,person_1593,réservé,choisi,French,RV,fr,0.20393523573875427,0.1766526997089386,0.15268868207931519,0.14209327101707458,0.14057797193527222,0.1346961110830307
part,include,person_2475,partie,inclure,French,RV,fr,0.21427927911281586,0.20535439252853394,0.18443357944488525,0.17810451984405518,0.1728307008743286,0.1706515997648239
do,practice,person_164,faire,pratiquer,French,RV,fr,0.13076616823673248,0.1330861747264862,0.14204594492912292,0.14066056907176971,0.13284221291542053,0.1262015700340271
lesson,course,person_164,leçon,sûr,French,RN,fr,0.35519057512283325,0.30865418910980225,0.28089582920074463,0.2624037265777588,0.24627602100372314,0.2436150759458542
take,carry,person_164,prendre,transporter,French,RV,fr,0.30259954929351807,0.2666727304458618,0.2846027612686157,0.26311707496643066,0.24659687280654907,0.24817243218421936
like,obtain,person_164,aime,obtenir,French,RV,fr,0.10487541556358337,0.1053553968667984,0.13396617770195007,0.13010597229003906,0.13273051381111145,0.1318822056055069
stay,accommodate,person_1593,rester,accueillir,French,RV,fr,0.18974152207374573,0.1914273500442505,0.20006589591503143,0.1822613775730133,0.17350518703460693,0.164911150932312
drawback,disadvantage,person_1593,inconvénient,désavantage,French,RN,fr,0.6131024956703186,0.6043051481246948,0.5254757404327393,0.46100664138793945,0.43154603242874146,0.4164174199104309
task,work,person_1593,tâche,travail,French,RN,fr,0.30287715792655945,0.2785351872444153,0.2549903690814972,0.25064149498939514,0.2460085153579712,0.2434706836938858
provide,be,person_161,fournir,être,French,RV,fr,0.2820778489112854,0.28774386644363403,0.2562326192855835,0.23873063921928406,0.2281709760427475,0.22321321070194244
expect,think,person_1593,attendre,pense,French,RV,fr,0.46486425399780273,0.4879229664802551,0.4839889705181122,0.47755253314971924,0.4637828469276428,0.46159619092941284
might,could,person_1593,pourrait,pourrait,French,RV,fr,0.7881876230239868,0.6962443590164185,0.6027010679244995,0.5623445510864258,0.5479571223258972,0.5378164052963257
sincerely,faithfully,person_1593,sincèrement,fidèlement,French,RY,fr,0.34077179431915283,0.32544708251953125,0.3217964768409729,0.2979416847229004,0.2894834578037262,0.2768603563308716
precise,accurate,person_1593,précis,précis,French,RJ,fr,0.5695769786834717,0.5287960171699524,0.4822919964790344,0.4591953456401825,0.446000874042511,0.4369727671146393
stressed,stressful,person_1593,stressé,stressant,French,RJ,fr,0.4179382920265198,0.4112522006034851,0.3989604115486145,0.3821120858192444,0.3720307946205139,0.36117857694625854
rest,arrest,person_1815,rest,verhaften,German,RV,de,0.06862621009349823,0.06808146089315414,0.07117366045713425,0.07811795920133591,0.07599887251853943,0.07202364504337311
actors,person,person_1815,akteure,person,German,RN,de,0.16975735127925873,0.15886190533638,0.1505105197429657,0.1482396423816681,0.14743661880493164,0.14462286233901978
price,prize,person_1815,preis,preis,German,RN,de,0.18224802613258362,0.18022014200687408,0.16955360770225525,0.16104277968406677,0.15076594054698944,0.14180898666381836
variety,range,person_1815,vielzahl,palette,German,RN,de,0.5210661888122559,0.47272053360939026,0.41595348715782166,0.37497395277023315,0.3705655336380005,0.34886592626571655
is,has,person_1815,ist,hat,German,RV,de,0.32511937618255615,0.2968980669975281,0.293484628200531,0.27979016304016113,0.2790907621383667,0.2785833477973938
advertised,announced,person_1815,beworben,angekündigt,German,RV,de,0.21835841238498688,0.2013317346572876,0.2153649777173996,0.2078692615032196,0.20626011490821838,0.20197463035583496
replaced,traded,person_603,ersetzt,gehandelt,German,RV,de,0.25235065817832947,0.2287018597126007,0.2524067759513855,0.23135000467300415,0.2262091189622879,0.21670475602149963
conservative,solid,person_1815,konservativen,solide,German,RJ,de,0.17292362451553345,0.18123286962509155,0.16796529293060303,0.16726991534233093,0.16369116306304932,0.15781137347221375
saw,visited,person_603,sah,besucht,German,RV,de,0.41497403383255005,0.3842714726924896,0.35744839906692505,0.3639397621154785,0.3630114197731018,0.35341179370880127
meant,made,person_603,bedeutete,gemacht,German,RV,de,0.32927611470222473,0.3227107524871826,0.29609471559524536,0.2881706655025482,0.2910720705986023,0.29512906074523926
get,have,person_603,bekommen,haben,German,RV,de,0.45191502571105957,0.47765597701072693,0.43210193514823914,0.4111254811286926,0.4047117829322815,0.39162564277648926
advertised,indicated,person_1815,beworben,angegeben,German,RV,de,0.2686140537261963,0.2741272747516632,0.2525955140590668,0.25892382860183716,0.25356587767601013,0.2489098310470581
office,reception,person_603,office,rezeption,German,RN,de,0.24736003577709198,0.2288113534450531,0.204280287027359,0.19532014429569244,0.19453959167003632,0.19054025411605835
coast,sea,person_603,küste,meer,German,RN,de,0.4680686891078949,0.4438529908657074,0.4199930429458618,0.4129447638988495,0.41222745180130005,0.4018203020095825
materials,clothes,person_1815,materialien,kleidung,German,RN,de,0.23207494616508484,0.21892228722572327,0.19723856449127197,0.19314788281917572,0.19102993607521057,0.188056081533432
show,film,person_1815,karte,film,German,RN,de,0.24733848869800568,0.2289818525314331,0.2178816795349121,0.2130795121192932,0.2059335708618164,0.19868576526641846
reason,season,person_2006,grund,saison,German,RN,de,0.14617955684661865,0.15130756795406342,0.14521287381649017,0.1439172625541687,0.13909946382045746,0.13242107629776
spend,opened,person_1555,verbringen,geöffnet,German,RV,de,0.03986034542322159,0.022037312388420105,0.03150157257914543,0.03481895476579666,0.04312773048877716,0.043848391622304916
be,come,person_2006,werden,kommen,German,RV,de,0.38731497526168823,0.38098692893981934,0.39580202102661133,0.3626103401184082,0.3476802110671997,0.3376012146472931
computers,commuters,person_1425,computer,pendler,German,RN,de,0.17449072003364563,0.15914615988731384,0.14435899257659912,0.1355123221874237,0.13550657033920288,0.13117849826812744
seeing,visiting,person_2006,sehen,besuch,German,RV,de,0.3619731068611145,0.3358261287212372,0.3186880350112915,0.3104768991470337,0.30525851249694824,0.2955929934978485
big,large,person_2006,große,große,German,RJ,de,0.5923492908477783,0.5541363954544067,0.5427341461181641,0.4988848567008972,0.47623175382614136,0.468063622713089
wear,causes,person_2006,tragen,verursacht,German,RV,de,0.13718166947364807,0.1239013746380806,0.11012468487024307,0.10066686570644379,0.09859223663806915,0.09560225903987885
solution,salvation,person_2006,lösung,heil,German,RN,de,0.15037685632705688,0.14442920684814453,0.13526427745819092,0.11912383139133453,0.11473849415779114,0.11063069850206375
have,spend,person_1815,haben,verbringen,German,RV,de,0.2353285551071167,0.24295812845230103,0.23780670762062073,0.2301512211561203,0.23065270483493805,0.22463947534561157
method,kind,person_2006,methode,art,German,RN,de,0.20287500321865082,0.1620509922504425,0.12509161233901978,0.12275183945894241,0.12140209972858429,0.1237533912062645
example,point,person_1650,beispiel,punkt,German,RN,de,0.2824926972389221,0.26687395572662354,0.2571728825569153,0.24238762259483337,0.2365395873785019,0.2329172044992447
essential,necessary,person_1650,wesentliche,notwendig,German,RJ,de,0.5180306434631348,0.5322257280349731,0.46951824426651,0.4279729723930359,0.40185338258743286,0.3911955952644348
earlier,before,person_2762,zuvor,bevor,German,RY,de,0.4191271662712097,0.37412068247795105,0.3552038371562958,0.35110658407211304,0.3387086093425751,0.3345284163951874
nearly,almost,person_2762,fast,fast,German,RY,de,0.764910101890564,0.6643414497375488,0.5593489408493042,0.5126813650131226,0.48933473229408264,0.46928948163986206
bears,bares,person_2762,trägt,fletscht,German,RV,de,0.4233141541481018,0.329619437456131,0.30422914028167725,0.2589380741119385,0.23961150646209717,0.22482970356941223
throw,make,person_1555,werfen,machen,German,RV,de,0.2666090726852417,0.24928316473960876,0.23073631525039673,0.22312678396701813,0.21874232590198517,0.21552705764770508
example,point,person_1650,beispiel,punkt,German,RN,de,0.2824926972389221,0.26687395572662354,0.2571728825569153,0.24238762259483337,0.2365395873785019,0.2329172044992447
fun,funny,person_142,lustig,lustig,German,RJ,de,0.4516185522079468,0.4157603979110718,0.39352235198020935,0.3844214975833893,0.3734322190284729,0.3746376037597656
entrance,entry,person_2279,eingang,eintrag,German,RN,de,0.3667818307876587,0.3201744258403778,0.2867204546928406,0.26373469829559326,0.2550523579120636,0.2443205565214157
different,other,person_142,verschiedenen,andere,German,RJ,de,0.47202837467193604,0.4310474097728729,0.4240676760673523,0.39965924620628357,0.3842200040817261,0.3733780086040497
right,suitable,person_1602,rechten,geeignet,German,RJ,de,0.14007028937339783,0.13239294290542603,0.11417704075574875,0.11165745556354523,0.11176100373268127,0.11447697877883911
staying,living,person_1162,aufenthalt,leben,German,RV,de,0.2733122408390045,0.2569120526313782,0.2540857791900635,0.23931095004081726,0.22814171016216278,0.22263053059577942
camping,camp,person_1162,camping,camp,German,RN,de,0.43051087856292725,0.4324883222579956,0.4178522825241089,0.4192839562892914,0.4127713441848755,0.39752352237701416
coast,beach,person_1162,küste,strand,German,RN,de,0.44293999671936035,0.44365590810775757,0.4149785339832306,0.4055325388908386,0.39050930738449097,0.3785979151725769
item,good,person_1162,element,gute,German,RN,de,0.09938783943653107,0.09382452070713043,0.07776342332363129,0.0624343641102314,0.06333409249782562,0.06448172777891159
something,nothing,person_1162,etwas,nichts,German,RN,de,0.5914925336837769,0.5879437327384949,0.5223246216773987,0.47442805767059326,0.46108365058898926,0.4613700807094574
take,make,person_1602,nehmen,machen,German,RV,de,0.35312581062316895,0.359226256608963,0.393634557723999,0.36793407797813416,0.34960466623306274,0.34155648946762085
stay,live,person_2279,bleiben,wohnen,German,RV,de,0.2525222897529602,0.23368006944656372,0.22364382445812225,0.21116244792938232,0.19425436854362488,0.18748676776885986
chance,possibility,person_754,chance,möglichkeit,German,RN,de,0.4228183627128601,0.38447698950767517,0.3512769937515259,0.3355225622653961,0.3219529986381531,0.31038570404052734
surface,ground,person_754,oberfläche,boden,German,RN,de,0.3119968771934509,0.2981639504432678,0.273948609828949,0.2530499994754791,0.24167747795581818,0.23837214708328247
champion,master,person_754,champion,master,German,RN,de,0.20133382081985474,0.17935073375701904,0.1695132851600647,0.17171165347099304,0.17029517889022827,0.16517359018325806
worried,afraid,person_754,besorgt,angst,German,RJ,de,0.6108086109161377,0.607178807258606,0.5593091249465942,0.508892297744751,0.48596447706222534,0.478305459022522
yesterday,last,person_2006,gestern,last,German,RJ,de,0.42403310537338257,0.383704274892807,0.3790760040283203,0.38149675726890564,0.38093769550323486,0.3742901682853699
sincerely,faithfully,person_754,aufrichtig,treu,German,RY,de,0.34077179431915283,0.32544708251953125,0.3217964768409729,0.2979416847229004,0.2894834578037262,0.2768603563308716
confiscate,collect,person_2279,konfiszieren,sammeln,German,RV,de,0.27535420656204224,0.2767711281776428,0.2530447840690613,0.24984794855117798,0.2524864673614502,0.2538851201534271
championship,cup,person_142,meisterschaft,cup,German,RN,de,0.3053528666496277,0.2754640579223633,0.21756137907505035,0.19334793090820312,0.18155589699745178,0.1741752028465271
bother,disturb,person_1602,mühe,stören,German,RV,de,0.3961837887763977,0.3648254871368408,0.32381534576416016,0.3174678683280945,0.3049897849559784,0.30414217710494995
trip,journey,person_1602,reise,reise,German,RN,de,0.44343557953834534,0.43043190240859985,0.408808171749115,0.39959782361984253,0.3891770839691162,0.38292187452316284
jobs,work,person_142,jobs,arbeit,German,RN,de,0.29668277502059937,0.2972180247306824,0.26710161566734314,0.2519848942756653,0.239015594124794,0.23523442447185516
get,go,person_584,bekommen,gehen,German,RV,de,0.40903007984161377,0.40213507413864136,0.3864704966545105,0.38099661469459534,0.3745765686035156,0.36647355556488037
break,brake,person_584,pause,bremse,German,RN,de,0.16644394397735596,0.1481209695339203,0.14292411506175995,0.1420067697763443,0.13689494132995605,0.13152305781841278
doing,writing,person_584,tun,schreiben,German,RV,de,0.31039702892303467,0.30468881130218506,0.29526054859161377,0.2808493673801422,0.2769959568977356,0.2681085169315338
show,present,person_584,zeigen,präsentieren,German,RV,de,0.20785923302173615,0.19497516751289368,0.15541595220565796,0.15343107283115387,0.14882276952266693,0.14715223014354706
working,writing,person_584,arbeiten,schreiben,German,RV,de,0.298927903175354,0.28466862440109253,0.27620092034339905,0.2604633569717407,0.2540757656097412,0.24842950701713562
only,just,person_1602,nur,nur,German,RY,de,0.5563560724258423,0.5324108600616455,0.5018960237503052,0.47398391366004944,0.45508402585983276,0.442857563495636
break,brake,person_584,brechen,bremse,German,RV,de,0.16644394397735596,0.1481209695339203,0.14292411506175995,0.1420067697763443,0.13689494132995605,0.13152305781841278
trip,journey,person_431,reise,reise,German,RN,de,0.44343557953834534,0.43043190240859985,0.408808171749115,0.39959782361984253,0.3891770839691162,0.38292187452316284
really,quite,person_431,wirklich,ganz,German,RY,de,0.548213005065918,0.5136812329292297,0.5059454441070557,0.49024367332458496,0.48313605785369873,0.47761452198028564
recent,past,person_431,jüngsten,vergangenen,German,RJ,de,0.48982200026512146,0.41558295488357544,0.4101414978504181,0.3695663809776306,0.3639832139015198,0.35904449224472046
became,got,person_431,wurde,bekam,German,RV,de,0.29302406311035156,0.2880617082118988,0.2895583510398865,0.2890276610851288,0.2882434129714966,0.2822135388851166
go,do,person_431,gehen,tun,German,RV,de,0.6354799866676331,0.5667164325714111,0.4953770637512207,0.44193214178085327,0.4267948865890503,0.4115862250328064
shows,presents,person_431,zeigt,präsentiert,German,RV,de,0.3107556700706482,0.28505855798721313,0.27640867233276367,0.2701532244682312,0.2690688371658325,0.2714362144470215
trip,journey,person_431,reise,reise,German,RN,de,0.44343557953834534,0.43043190240859985,0.408808171749115,0.39959782361984253,0.3891770839691162,0.38292187452316284
frequently,mainly,person_704,häufig,hauptsächlich,German,RY,de,0.3996959328651428,0.36455440521240234,0.3194635510444641,0.308451771736145,0.29508650302886963,0.2989236116409302
want,will,person_1775,wollen,wird,German,RV,de,0.49436014890670776,0.5051559209823608,0.4791983962059021,0.4701230823993683,0.4477567672729492,0.4361468553543091
hope,wish,person_704,hoffe,wünschen,German,RV,de,0.48686450719833374,0.47666072845458984,0.45166900753974915,0.41320937871932983,0.39855289459228516,0.3942027688026428
would,had,person_235,würde,hatte,German,RV,de,0.4688752293586731,0.4601466953754425,0.4292219281196594,0.4090912640094757,0.40127038955688477,0.38969022035598755
had,was,person_235,hatte,war,German,RV,de,0.570400059223175,0.5780941247940063,0.5032697319984436,0.48435360193252563,0.4631531834602356,0.4562388062477112
were,have,person_1212,waren,haben,German,RV,de,0.47676312923431396,0.4408717751502991,0.3831164836883545,0.37083372473716736,0.3565548062324524,0.3459621071815491
finally,eventually,person_1212,schließlich,schließlich,German,RY,de,0.603141188621521,0.5183132886886597,0.4829813241958618,0.44494181871414185,0.4281286299228668,0.4153462052345276
was,played,person_2441,war,gespielt,German,RV,de,0.3068085312843323,0.30185937881469727,0.27798569202423096,0.2664013206958771,0.2639657258987427,0.2710230350494385
attending,visiting,person_806,besucher,besuch,German,RV,de,0.39981937408447266,0.36650392413139343,0.3521931767463684,0.30286118388175964,0.2944439649581909,0.2873046398162842
almost,nearly,person_235,fast,fast,German,RY,de,0.764910101890564,0.6643414497375488,0.5593489408493042,0.5126813650131226,0.48933473229408264,0.46928948163986206
available,possible,person_806,verfügbar,möglich,German,RJ,de,0.3027881383895874,0.2760935425758362,0.2553946375846863,0.24558025598526,0.24398723244667053,0.2405819594860077
have,be,person_1851,haben,werden,German,RV,de,0.44547587633132935,0.4480191767215729,0.42491185665130615,0.4065122604370117,0.4058169722557068,0.3909432291984558
study,learn,person_1851,studieren,lernen,German,RV,de,0.19735956192016602,0.17496556043624878,0.16210313141345978,0.1575014293193817,0.15730002522468567,0.15533588826656342
do,make,person_1851,tun,machen,German,RV,de,0.3964872360229492,0.3972426652908325,0.3771708309650421,0.377427339553833,0.3655977249145508,0.36141714453697205
chance,change,person_1851,chance,änderung,German,RN,de,0.17807523906230927,0.167668879032135,0.17117848992347717,0.17029762268066406,0.16621559858322144,0.16071437299251556
lost,earn,person_1851,verloren,verdienen,German,RV,de,0.22274808585643768,0.1930915117263794,0.16662156581878662,0.15362371504306793,0.15001410245895386,0.1420668512582779
thing,point,person_2021,sache,punkt,German,RN,de,0.4048754572868347,0.3919704854488373,0.36358362436294556,0.36035269498825073,0.34691840410232544,0.3379465639591217
actual,real,person_1851,tatsächlichen,real,German,RJ,de,0.4885869026184082,0.4561530649662018,0.42933130264282227,0.39400291442871094,0.3628048300743103,0.3520647883415222
had,could,person_2021,hatte,könnte,German,RV,de,0.4923796057701111,0.49527817964553833,0.4883214235305786,0.4594746232032776,0.43797385692596436,0.42318281531333923
would,have,person_235,würde,haben,German,RV,de,0.5003716945648193,0.4811199903488159,0.4545716643333435,0.451723575592041,0.44857093691825867,0.43639421463012695
expected,thought,person_235,erwartet,dachte,German,RV,de,0.36948132514953613,0.30664142966270447,0.28536760807037354,0.2903865575790405,0.27757036685943604,0.2737976014614105
want,like,person_754,wollen,mag,German,RV,de,0.5281713008880615,0.510770857334137,0.4850226044654846,0.4689836800098419,0.4439934492111206,0.42967432737350464
give,tell,person_180,geben,sagen,German,RV,de,0.4231981635093689,0.4228300452232361,0.4243116080760956,0.4012559950351715,0.3818535804748535,0.37752366065979004
stricter,harder,person_180,strengere,härter,German,RJ,de,0.31608253717422485,0.28490006923675537,0.27630072832107544,0.2537056505680084,0.24334177374839783,0.23106718063354492
wear,use,person_180,tragen,verwenden,German,RV,de,0.192034050822258,0.17020738124847412,0.1673063039779663,0.16468694806098938,0.1552138477563858,0.14846007525920868
space,place,person_144,raum,ort,German,RN,de,0.25821831822395325,0.2540113925933838,0.23827973008155823,0.21688324213027954,0.20617860555648804,0.20040947198867798
deliver,bring,person_144,liefern,bringen,German,RV,de,0.3567758798599243,0.3507229685783386,0.35667479038238525,0.33831238746643066,0.3211122751235962,0.3193991780281067
request,question,person_235,anfrage,frage,German,RN,de,0.2876113951206207,0.24883145093917847,0.23983709514141083,0.22717764973640442,0.22641770541667938,0.221012145280838
reasons,points,person_1775,gründe,punkte,German,RN,de,0.22928155958652496,0.20810258388519287,0.20210763812065125,0.1952953040599823,0.18607407808303833,0.17284554243087769
auditorium,room,person_1775,auditorium,zimmer,German,RN,de,0.34839487075805664,0.3489634096622467,0.3091147541999817,0.29847073554992676,0.29807811975479126,0.29390662908554077
small,short,person_1775,kleine,kurze,German,RJ,de,0.3045807480812073,0.27435141801834106,0.23982968926429749,0.22076013684272766,0.2165871262550354,0.2107035368680954
getting,taking,person_1775,immer,einnahme,German,RV,de,0.4227404296398163,0.39898157119750977,0.4095885157585144,0.3954377770423889,0.3885512053966522,0.38698700070381165
large,big,person_1775,große,große,German,RJ,de,0.5923492908477783,0.5541363954544067,0.5427341461181641,0.4988848567008972,0.47623175382614136,0.468063622713089
spent,passed,person_235,verbrachte,übergeben,German,RV,de,0.19544902443885803,0.19319811463356018,0.18092921376228333,0.18701976537704468,0.1957232654094696,0.19920651614665985
see,visit,person_235,sehen,besuchen,German,RV,de,0.35024261474609375,0.3082928955554962,0.2812420129776001,0.2680838704109192,0.2557811737060547,0.25234848260879517
appear,play,person_1775,erscheinen,spielen,German,RV,de,0.18421289324760437,0.16114956140518188,0.14718711376190186,0.13906139135360718,0.13264694809913635,0.13079306483268738
great,big,person_704,große,große,German,RJ,de,0.4362254738807678,0.41085395216941833,0.3703741431236267,0.34461504220962524,0.3420376181602478,0.332999050617218
earlier,before,person_2021,zuvor,bevor,German,RY,de,0.4191271662712097,0.37412068247795105,0.3552038371562958,0.35110658407211304,0.3387086093425751,0.3345284163951874
partially,particularly,person_2021,teilweise,besonders,German,RY,de,0.17380210757255554,0.20813408493995667,0.19323334097862244,0.20537026226520538,0.21469230949878693,0.21450728178024292
did,made,person_2376,meinst,gemacht,German,RV,de,0.36014583706855774,0.3162577152252197,0.28065258264541626,0.2844599485397339,0.28688597679138184,0.2886045575141907
then,now,person_2376,dann,jetzt,German,RY,de,0.44627320766448975,0.4303944706916809,0.3775155544281006,0.37041759490966797,0.36351680755615234,0.35799604654312134
file,archive,person_2376,datei,archivieren,German,RV,de,0.3421119153499603,0.3204728960990906,0.3094906806945801,0.30421966314315796,0.2913185954093933,0.28835368156433105
made,taken,person_2376,gemacht,genommen,German,RV,de,0.2986034154891968,0.29479265213012695,0.271310031414032,0.27598363161087036,0.2809355556964874,0.28435564041137695
performance,time,person_1253,leistung,zeit,German,RN,de,0.1540859043598175,0.1375735104084015,0.143890380859375,0.13200601935386658,0.12379845231771469,0.11870822310447693
expected,supposed,person_1253,erwartet,angeblich,German,RV,de,0.34876444935798645,0.3196292221546173,0.2910762429237366,0.2859414219856262,0.28479042649269104,0.28829193115234375
revised,learned,person_2376,überarbeitet,gelernt,German,RV,de,0.16141003370285034,0.1585978865623474,0.15128487348556519,0.1510467231273651,0.1451983004808426,0.14427252113819122
told,proposed,person_1253,erzählte,vorgeschlagenen,German,RV,de,0.22668154537677765,0.17727938294410706,0.1796591579914093,0.195410817861557,0.19186508655548096,0.19348210096359253
advertised,showed,person_2377,beworben,zeigte,German,RV,de,0.22651690244674683,0.23513641953468323,0.21785573661327362,0.22356069087982178,0.22176694869995117,0.22219595313072205
longer,more,person_2377,länger,eher,German,RY,de,0.40707218647003174,0.4084789752960205,0.3765488862991333,0.35534900426864624,0.3451438546180725,0.33770036697387695
spent,left,person_2377,verbrachte,gelassen,German,RV,de,0.21545475721359253,0.19813433289527893,0.19211944937705994,0.1925535798072815,0.19643646478652954,0.19655385613441467
big,main,person_2377,große,wichtigsten,German,RJ,de,0.26911216974258423,0.2608039975166321,0.24153181910514832,0.22425714135169983,0.2188323438167572,0.20981299877166748
way,kind,person_2377,weg,art,German,RN,de,0.3581896424293518,0.3567652106285095,0.33059799671173096,0.3246672749519348,0.31477177143096924,0.3105437755584717
